tweet_count,city,body,date,hashtags,link,geo,tokenized,cleaned,predicted,pos,neg,neu,compound,sentiment
1655,New York,I completely understand the situation we are all in w/ #Covid_19 &amp; necessary precautions needs to be taken. But this is stereotyping Not everyone who does @UberEats have a CAR/BIKE. I’m a #UberEats walker 100% So @tacobell didn’t hand me a customer order cuz I had to have a CAR – at Taco Bell,2020-03-28 22:39:39+00:00,#Covid_19 #UberEats,https://twitter.com/WillRockNetwork/status/1244031425336283136,,"['I', 'completely', 'understand', 'the', 'situation', 'we', 'are', 'all', 'in', 'w/', '#', 'Covid_19', '&', 'amp', ';', 'necessary', 'precautions', 'needs', 'to', 'be', 'taken', '.', 'But', 'this', 'is', 'stereotyping', 'Not', 'everyone', 'who', 'does', '@', 'UberEats', 'have', 'a', 'CAR/BIKE', '.', 'I', '’', 'm', 'a', '#', 'UberEats', 'walker', '100', '%', 'So', '@', 'tacobell', 'didn', '’', 't', 'hand', 'me', 'a', 'customer', 'order', 'cuz', 'I', 'had', 'to', 'have', 'a', 'CAR', '–', 'at', 'Taco', 'Bell']","['completely', 'understand', 'situation', 'w/', 'covid_19', 'amp', 'necessary', 'precaution', 'need', 'take', 'stereotype', 'everyone', 'ubereats', 'car/bike', '’', 'ubereats', 'walker', '100', 'tacobell', '’', 'hand', 'customer', 'order', 'cuz', 'car', '–', 'taco', 'bell']",Negative,0.102,0.073,0.825,0.2263,Positive
1656,New York,Support us by purchasing discounted Gift Certificates from our website. #ramen #HideChanRamen #hellskitchen #glutenfree #sharitaki #nyc #japanesefood #miso #gyoza #takoyaki #sushi #tonkotsu #fooddelivery #chashu #chownow #takeout #ubereats #nystrong #newyorkstrong #coronavirus – at Hide Chan,2020-03-28 21:22:17+00:00,#ramen #HideChanRamen #hellskitchen #glutenfree #sharitaki #nyc #japanesefood #miso #gyoza #takoyaki #sushi #tonkotsu #fooddelivery #chashu #chownow #takeout #ubereats #nystrong #newyorkstrong #coronavirus,https://twitter.com/HideChanUSA/status/1244011955377057792,,"['Support', 'us', 'by', 'purchasing', 'discounted', 'Gift', 'Certificates', 'from', 'our', 'website', '.', '#', 'ramen', '#', 'HideChanRamen', '#', 'hellskitchen', '#', 'glutenfree', '#', 'sharitaki', '#', 'nyc', '#', 'japanesefood', '#', 'miso', '#', 'gyoza', '#', 'takoyaki', '#', 'sushi', '#', 'tonkotsu', '#', 'fooddelivery', '#', 'chashu', '#', 'chownow', '#', 'takeout', '#', 'ubereats', '#', 'nystrong', '#', 'newyorkstrong', '#', 'coronavirus', '–', 'at', 'Hide', 'Chan']","['support', 'us', 'purchase', 'discount', 'gift', 'certificates', 'website', 'ramen', 'hidechanramen', 'hellskitchen', 'glutenfree', 'sharitaki', 'nyc', 'japanesefood', 'miso', 'gyoza', 'takoyaki', 'sushi', 'tonkotsu', 'fooddelivery', 'chashu', 'chownow', 'takeout', 'ubereats', 'nystrong', 'newyorkstrong', 'coronavirus', '–', 'hide', 'chan']",Negative,0.163,0.05,0.787,0.5994,Positive
1657,New York,@UberEats my order never came and you charged me. The restaurant says it’s your fault. Please refund me! ,2020-03-28 20:35:18+00:00,,https://twitter.com/mw_cohen/status/1244000132699430912,,"['@', 'UberEats', 'my', 'order', 'never', 'came', 'and', 'you', 'charged', 'me', '.', 'The', 'restaurant', 'says', 'it', '’', 's', 'your', 'fault', '.', 'Please', 'refund', 'me', '!']","['ubereats', 'order', 'never', 'come', 'charge', 'restaurant', 'say', '’', 'fault', 'please', 'refund']",Negative,0.164,0.193,0.643,-0.1027,Negative
1658,New York,I have work in 9 hours. Ubereats on hold until tomorrow !,2020-03-28 20:19:50+00:00,,https://twitter.com/PNut_Buttah_Md/status/1243996239471009792,,"['I', 'have', 'work', 'in', '9', 'hours', '.', 'Ubereats', 'on', 'hold', 'until', 'tomorrow', '!']","['work', '9', 'hour', 'ubereats', 'hold', 'tomorrow']",Negative,0.0,0.0,1.0,0.0,Positive
1659,New York,@Seamless and @Seamless_Care are a joke. Their delivery people have disappeared three times with my food and one refused to come inside because my building looked “questionable” (that was before covid). Goodbye I’m done with them. @UberEats is my new friend now.,2020-03-28 19:21:49+00:00,,https://twitter.com/agarciasays/status/1243981639140679681,,"['@', 'Seamless', 'and', '@', 'Seamless_Care', 'are', 'a', 'joke', '.', 'Their', 'delivery', 'people', 'have', 'disappeared', 'three', 'times', 'with', 'my', 'food', 'and', 'one', 'refused', 'to', 'come', 'inside', 'because', 'my', 'building', 'looked', '“', 'questionable', '”', '(', 'that', 'was', 'before', 'covid', ')', '.', 'Goodbye', 'I', '’', 'm', 'done', 'with', 'them', '.', '@', 'UberEats', 'is', 'my', 'new', 'friend', 'now', '.']","['seamless', 'seamless_care', 'joke', 'delivery', 'people', 'disappear', 'three', 'time', 'food', 'one', 'refuse', 'come', 'inside', 'building', 'look', '“', 'questionable', '”', 'covid', 'goodbye', '’', 'ubereats', 'new', 'friend']",Positive,0.176,0.205,0.619,0.0258,Positive
1660,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #Saturdays 12PM-2AM! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats… https://www.instagram.com/p/B-SX0-4nVV4/?igshid=v5hk0p8tm7i1,2020-03-28 18:17:45+00:00,#Saturdays #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats,https://twitter.com/FlamingoMantra/status/1243965514713575424,,"['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'Saturdays', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc', '#', 'queenseats', '#', 'nyceats…', 'https', ':', '//www.instagram.com/p/B-SX0-4nVV4/', '?', 'igshid=v5hk0p8tm7i1']","['open', 'favorite', 'dishes', 'drinks', 'saturdays', '12pm-2am', '✅find', 'us', 'ubereats', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc', 'queenseats', 'nyceats…', 'http', '//www.instagram.com/p/b-sx0-4nvv4/', 'igshid=v5hk0p8tm7i1']",Positive,0.107,0.0,0.893,0.4588,Positive
1661,New York,#UberEats #doordash #grubhub #postmates #SomeGoodFood #OpenForDelivery – at Some Good Food,2020-03-28 17:38:44+00:00,#UberEats #doordash #grubhub #postmates #SomeGoodFood #OpenForDelivery,https://twitter.com/SomeGoodFood1/status/1243955698435792896,,"['#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '#', 'SomeGoodFood', '#', 'OpenForDelivery', '–', 'at', 'Some', 'Good', 'Food']","['ubereats', 'doordash', 'grubhub', 'postmates', 'somegoodfood', 'openfordelivery', '–', 'good', 'food']",Positive,0.266,0.0,0.734,0.4404,Positive
1662,New York,Thank God Uber Eats let you take back your tip. Foh,2020-03-28 16:59:50+00:00,,https://twitter.com/Slimmy_b/status/1243945908087250944,,"['Thank', 'God', 'Uber', 'Eats', 'let', 'you', 'take', 'back', 'your', 'tip', '.', 'Foh']","['thank', 'god', 'uber', 'eats', 'let', 'take', 'back', 'tip', 'foh']",Negative,0.397,0.0,0.603,0.5574,Positive
1663,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #Saturdays 12PM-2AM! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats… https://www.instagram.com/p/B-SLfmYnqcp/?igshid=18it09m1qd4n9,2020-03-28 16:29:44+00:00,#Saturdays #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats,https://twitter.com/FlamingoMantra/status/1243938331429195776,,"['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'Saturdays', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc', '#', 'queenseats', '#', 'nyceats…', 'https', ':', '//www.instagram.com/p/B-SLfmYnqcp/', '?', 'igshid=18it09m1qd4n9']","['open', 'favorite', 'dishes', 'drinks', 'saturdays', '12pm-2am', '✅find', 'us', 'ubereats', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc', 'queenseats', 'nyceats…', 'http', '//www.instagram.com/p/b-slfmynqcp/', 'igshid=18it09m1qd4n9']",Positive,0.107,0.0,0.893,0.4588,Positive
1664,New York,"Uber Eats was updating, so I was forced to drive to pick up a sandwich during the Coronavirus pandemic, just like boomers used to in the olden days during the bubonic plague",2020-03-28 15:41:30+00:00,,https://twitter.com/dougbies/status/1243926194455818242,,"['Uber', 'Eats', 'was', 'updating', ',', 'so', 'I', 'was', 'forced', 'to', 'drive', 'to', 'pick', 'up', 'a', 'sandwich', 'during', 'the', 'Coronavirus', 'pandemic', ',', 'just', 'like', 'boomers', 'used', 'to', 'in', 'the', 'olden', 'days', 'during', 'the', 'bubonic', 'plague']","['uber', 'eats', 'update', 'force', 'drive', 'pick', 'sandwich', 'coronavirus', 'pandemic', 'like', 'boomer', 'use', 'olden', 'day', 'bubonic', 'plague']",Negative,0.143,0.0,0.857,0.3612,Positive
1665,New York,"Ours doors may be closed, but our window will again be open tonight! 4-8pm, limited menu pickup service. Delivery options available through @SliceLife @grubhub ubereats @deliverydotcom via relaydelivery service.… https://www.instagram.com/p/B-SAUbKj_kx/?igshid=1g822zlwo1psj",2020-03-28 14:51:51+00:00,,https://twitter.com/SofiaPizzaShop/status/1243913699771002883,,"['Ours', 'doors', 'may', 'be', 'closed', ',', 'but', 'our', 'window', 'will', 'again', 'be', 'open', 'tonight', '!', '4-8pm', ',', 'limited', 'menu', 'pickup', 'service', '.', 'Delivery', 'options', 'available', 'through', '@', 'SliceLife', '@', 'grubhub', 'ubereats', '@', 'deliverydotcom', 'via', 'relaydelivery', 'service.…', 'https', ':', '//www.instagram.com/p/B-SAUbKj_kx/', '?', 'igshid=1g822zlwo1psj']","['door', 'may', 'close', 'window', 'open', 'tonight', '4-8pm', 'limited', 'menu', 'pickup', 'service', 'delivery', 'option', 'available', 'slicelife', 'grubhub', 'ubereats', 'deliverydotcom', 'via', 'relaydelivery', 'service.…', 'http', '//www.instagram.com/p/b-saubkj_kx/', 'igshid=1g822zlwo1psj']",Positive,0.0,0.076,0.924,-0.2263,Negative
1666,New York,"Shakshuka Saturday! Our shop is OPEN 9am-4pm for take-out! & delivery via @ubereats New users, receive $10 off your first order when you use promo code: eatstogether6j2cozt ",2020-03-28 12:30:22+00:00,,https://twitter.com/MordisFoodTruck/status/1243878095876247552,,"['Shakshuka', 'Saturday', '!', 'Our', 'shop', 'is', 'OPEN', '9am-4pm', 'for', 'take-out', '!', '&', 'delivery', 'via', '@', 'ubereats', 'New', 'users', ',', 'receive', '$', '10', 'off', 'your', 'first', 'order', 'when', 'you', 'use', 'promo', 'code', ':', 'eatstogether6j2cozt']","['shakshuka', 'saturday', 'shop', 'open', '9am-4pm', 'take-out', 'delivery', 'via', 'ubereats', 'new', 'user', 'receive', '10', 'first', 'order', 'use', 'promo', 'code', 'eatstogether6j2cozt']",Positive,0.0,0.0,1.0,0.0,Positive
1667,New York,Thank YOU to our loyal customers — #Nourishers — and those who are calling ahead fo place orders and all those who rely on food delivery apps — @UberEats ($0 delivery fee) @DoorDash ($0 delivery on Saturdays) @Postmates &amp; @Grubhub 😘🙏🏾#supportsmallbusiness,2020-03-28 05:19:13+00:00,#Nourishers #supportsmallbusiness,https://twitter.com/TheNourishSpot/status/1243769591135903744,,"['Thank', 'YOU', 'to', 'our', 'loyal', 'customers', '—', '#', 'Nourishers', '—', 'and', 'those', 'who', 'are', 'calling', 'ahead', 'fo', 'place', 'orders', 'and', 'all', 'those', 'who', 'rely', 'on', 'food', 'delivery', 'apps', '—', '@', 'UberEats', '(', '$', '0', 'delivery', 'fee', ')', '@', 'DoorDash', '(', '$', '0', 'delivery', 'on', 'Saturdays', ')', '@', 'Postmates', '&', 'amp', ';', '@', 'Grubhub', '😘🙏🏾', '#', 'supportsmallbusiness']","['thank', 'loyal', 'customer', '—', 'nourishers', '—', 'call', 'ahead', 'fo', 'place', 'order', 'rely', 'food', 'delivery', 'apps', '—', 'ubereats', '0', 'delivery', 'fee', 'doordash', '0', 'delivery', 'saturdays', 'postmates', 'amp', 'grubhub', '😘🙏🏾', 'supportsmallbusiness']",Negative,0.194,0.0,0.806,0.8126,Positive
1668,New York,"@UberEats hi, I just got an order delivered and I realized it wasn’t my order when I got back into my apartment. Like. Wrong restaurant wrong. Is there anyway to get my money back for this order? I tried to call the driver but the number he called me from wasn’t available",2020-03-28 03:23:08+00:00,,https://twitter.com/Jensayss/status/1243740379767279617,,"['@', 'UberEats', 'hi', ',', 'I', 'just', 'got', 'an', 'order', 'delivered', 'and', 'I', 'realized', 'it', 'wasn', '’', 't', 'my', 'order', 'when', 'I', 'got', 'back', 'into', 'my', 'apartment', '.', 'Like', '.', 'Wrong', 'restaurant', 'wrong', '.', 'Is', 'there', 'anyway', 'to', 'get', 'my', 'money', 'back', 'for', 'this', 'order', '?', 'I', 'tried', 'to', 'call', 'the', 'driver', 'but', 'the', 'number', 'he', 'called', 'me', 'from', 'wasn', '’', 't', 'available']","['ubereats', 'hi', 'get', 'order', 'deliver', 'realize', '’', 'order', 'get', 'back', 'apartment', 'like', 'wrong', 'restaurant', 'wrong', 'anyway', 'get', 'money', 'back', 'order', 'try', 'call', 'driver', 'number', 'call', '’', 'available']",Negative,0.115,0.188,0.697,-0.5267,Negative
1669,New York,There’s a chipotle down the block from my house and they legit directed me to the one in Yonkers on uber eats ughhh,2020-03-28 01:56:34+00:00,,https://twitter.com/LivKristen/status/1243718593268850690,,"['There', '’', 's', 'a', 'chipotle', 'down', 'the', 'block', 'from', 'my', 'house', 'and', 'they', 'legit', 'directed', 'me', 'to', 'the', 'one', 'in', 'Yonkers', 'on', 'uber', 'eats', 'ughhh']","['’', 'chipotle', 'block', 'house', 'legit', 'direct', 'one', 'yonkers', 'uber', 'eats', 'ughhh']",Negative,0.0,0.225,0.775,-0.4404,Negative
1670,New York,I might be high and just saluted my uber eats through a glass door... ,2020-03-28 00:52:21+00:00,,https://twitter.com/BMOnusGamer/status/1243702432841990147,,"['I', 'might', 'be', 'high', 'and', 'just', 'saluted', 'my', 'uber', 'eats', 'through', 'a', 'glass', 'door', '...']","['might', 'high', 'salute', 'uber', 'eats', 'glass', 'door', '...']",Negative,0.0,0.0,1.0,0.0,Positive
1671,New York,WE ARE OPEN! #FRIDAYS All Your Favorite Dishes &amp; Drinks! Vegetarian Dishes Also Available! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-QYIhFHsyN/?igshid=1id0m98h9y5f0,2020-03-27 23:43:08+00:00,#FRIDAYS #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1243685015436877824,,"['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-QYIhFHsyN/', '?', 'igshid=1id0m98h9y5f0']","['open', 'fridays', 'favorite', 'dishes', 'amp', 'drinks', 'vegetarian', 'dishes', 'also', 'available', '✅find', 'us', 'ubereats', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc…', 'http', '//www.instagram.com/p/b-qyihfhsyn/', 'igshid=1id0m98h9y5f0']",Positive,0.1,0.0,0.9,0.4588,Positive
1672,New York,WE ARE OPEN! #FRIDAYS All Your Favorite Dishes &amp; Drinks! Vegetarian Dishes Also Available! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-QYI9CnaKL/?igshid=cm2b3amlhu0j,2020-03-27 23:41:49+00:00,#FRIDAYS #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1243684681578622976,,"['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-QYI9CnaKL/', '?', 'igshid=cm2b3amlhu0j']","['open', 'fridays', 'favorite', 'dishes', 'amp', 'drinks', 'vegetarian', 'dishes', 'also', 'available', '✅find', 'us', 'ubereats', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc…', 'http', '//www.instagram.com/p/b-qyi9cnakl/', 'igshid=cm2b3amlhu0j']",Positive,0.1,0.0,0.9,0.4588,Positive
1673,New York,One thing you don’t do is Mess with my food. If I ordered 2 Bacon cheeseburgers and mozzarella sticks I better get them @UberEats @WhiteCastle not half the order. How everyone’s food comes perfectly fine (minus 3 drinks) and yet my order comes bad. #QuarantineLife #UberEats,2020-03-27 22:49:05+00:00,#QuarantineLife #UberEats,https://twitter.com/Mr_RatedR17/status/1243671412528865282,,"['One', 'thing', 'you', 'don', '’', 't', 'do', 'is', 'Mess', 'with', 'my', 'food', '.', 'If', 'I', 'ordered', '2', 'Bacon', 'cheeseburgers', 'and', 'mozzarella', 'sticks', 'I', 'better', 'get', 'them', '@', 'UberEats', '@', 'WhiteCastle', 'not', 'half', 'the', 'order', '.', 'How', 'everyone', '’', 's', 'food', 'comes', 'perfectly', 'fine', '(', 'minus', '3', 'drinks', ')', 'and', 'yet', 'my', 'order', 'comes', 'bad', '.', '#', 'QuarantineLife', '#', 'UberEats']","['one', 'thing', '’', 'mess', 'food', 'order', '2', 'bacon', 'cheeseburger', 'mozzarella', 'stick', 'better', 'get', 'ubereats', 'whitecastle', 'half', 'order', 'everyone', '’', 'food', 'come', 'perfectly', 'fine', 'minus', '3', 'drink', 'yet', 'order', 'come', 'bad', 'quarantinelife', 'ubereats']",Negative,0.212,0.143,0.644,0.4404,Positive
1674,New York,Is there something like @UberEats for losies?,2020-03-27 21:56:33+00:00,,https://twitter.com/dvidsilva/status/1243658190534959104,,"['Is', 'there', 'something', 'like', '@', 'UberEats', 'for', 'losies', '?']","['something', 'like', 'ubereats', 'losies']",Negative,0.455,0.0,0.545,0.3612,Positive
1675,New York,Booty had me like I’d Uber Eats you Reese’s Peanut Butter Cups,2020-03-27 19:50:27+00:00,,https://twitter.com/dougbies/status/1243626456699338754,,"['Booty', 'had', 'me', 'like', 'I', '’', 'd', 'Uber', 'Eats', 'you', 'Reese', '’', 's', 'Peanut', 'Butter', 'Cups']","['booty', 'like', '’', 'uber', 'eats', 'reese', '’', 'peanut', 'butter', 'cups']",Negative,0.217,0.0,0.783,0.3612,Positive
1676,New York,"New #promo !! Large 1 topping pizza &amp; Large Anthonys Classic Italian Salad for $25!!! Order online via our website, call in ☎️ &amp; pick up curbside, or have your order delivered using Uber Eats or Door Dash! Curbside… https://www.instagram.com/p/B-P5ZMOhUZi/?igshid=xhvevog5gudv",2020-03-27 19:12:52+00:00,#promo,https://twitter.com/ryanC6425/status/1243616997872721925,,"['New', '#', 'promo', '!', '!', 'Large', '1', 'topping', 'pizza', '&', 'amp', ';', 'Large', 'Anthonys', 'Classic', 'Italian', 'Salad', 'for', '$', '25', '!', '!', '!', 'Order', 'online', 'via', 'our', 'website', ',', 'call', 'in', '☎️', '&', 'amp', ';', 'pick', 'up', 'curbside', ',', 'or', 'have', 'your', 'order', 'delivered', 'using', 'Uber', 'Eats', 'or', 'Door', 'Dash', '!', 'Curbside…', 'https', ':', '//www.instagram.com/p/B-P5ZMOhUZi/', '?', 'igshid=xhvevog5gudv']","['new', 'promo', 'large', '1', 'top', 'pizza', 'amp', 'large', 'anthonys', 'classic', 'italian', 'salad', '25', 'order', 'online', 'via', 'website', 'call', '☎️', 'amp', 'pick', 'curbside', 'order', 'deliver', 'use', 'uber', 'eats', 'door', 'dash', 'curbside…', 'http', '//www.instagram.com/p/b-p5zmohuzi/', 'igshid=xhvevog5gudv']",Negative,0.052,0.0,0.948,0.2023,Positive
1677,New York,I am curious to hear the story behind the name of this place. And also to know based on which algo Uber eats has selected the Naughty Crab specially for me 😁 ,2020-03-27 18:39:35+00:00,,https://twitter.com/spaceimgrnt/status/1243608622862606345,,"['I', 'am', 'curious', 'to', 'hear', 'the', 'story', 'behind', 'the', 'name', 'of', 'this', 'place', '.', 'And', 'also', 'to', 'know', 'based', 'on', 'which', 'algo', 'Uber', 'eats', 'has', 'selected', 'the', 'Naughty', 'Crab', 'specially', 'for', 'me', '😁']","['curious', 'hear', 'story', 'behind', 'name', 'place', 'also', 'know', 'base', 'algo', 'uber', 'eats', 'select', 'naughty', 'crab', 'specially', '😁']",Negative,0.209,0.0,0.791,0.6486,Positive
1678,New York,Get $10 off your first @Falansai order with @UberEats ! #Brooklyn #NYCLockdown #StayHome,2020-03-27 18:11:26+00:00,#Brooklyn #NYCLockdown #StayHome #StayHome,https://twitter.com/Falansai/status/1243601539777904640,,"['Get', '$', '10', 'off', 'your', 'first', '@', 'Falansai', 'order', 'with', '@', 'UberEats', '!', '#', 'Brooklyn', '#', 'NYCLockdown', '#', 'StayHome']","['get', '10', 'first', 'falansai', 'order', 'ubereats', 'brooklyn', 'nyclockdown', 'stayhome']",Positive,0.0,0.0,1.0,0.0,Positive
1679,New York,#repost medusagreeknyc ・・・ You can finally order our zucchini chips for delivery! You can order take out via our website http://www.medusataverna.com or order contact free delivery via @TryCaviar ubereats @grubhub or… https://www.instagram.com/p/B-PvGkAjLcy/?igshid=1jn14cg0rql6h,2020-03-27 17:42:56+00:00,#repost,https://twitter.com/parkslope5thave/status/1243594364548513800,,"['#', 'repost', 'medusagreeknyc', '・・・', 'You', 'can', 'finally', 'order', 'our', 'zucchini', 'chips', 'for', 'delivery', '!', 'You', 'can', 'order', 'take', 'out', 'via', 'our', 'website', 'http', ':', '//www.medusataverna.com', 'or', 'order', 'contact', 'free', 'delivery', 'via', '@', 'TryCaviar', 'ubereats', '@', 'grubhub', 'or…', 'https', ':', '//www.instagram.com/p/B-PvGkAjLcy/', '?', 'igshid=1jn14cg0rql6h']","['repost', 'medusagreeknyc', '・・・', 'finally', 'order', 'zucchini', 'chip', 'delivery', 'order', 'take', 'via', 'website', 'http', '//www.medusataverna.com', 'order', 'contact', 'free', 'delivery', 'via', 'trycaviar', 'ubereats', 'grubhub', 'or…', 'http', '//www.instagram.com/p/b-pvgkajlcy/', 'igshid=1jn14cg0rql6h']",Positive,0.117,0.0,0.883,0.5106,Positive
1680,New York,WE ARE OPEN! #FRIDAYS All Your Favorite Dishes &amp; Drinks! Vegetarian Dishes Also Available! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-PtwzWHzIr/?igshid=1gkr7zikcz4js,2020-03-27 17:37:14+00:00,#FRIDAYS #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1243592930323058694,,"['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-PtwzWHzIr/', '?', 'igshid=1gkr7zikcz4js']","['open', 'fridays', 'favorite', 'dishes', 'amp', 'drinks', 'vegetarian', 'dishes', 'also', 'available', '✅find', 'us', 'ubereats', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc…', 'http', '//www.instagram.com/p/b-ptwzwhzir/', 'igshid=1gkr7zikcz4js']",Positive,0.1,0.0,0.9,0.4588,Positive
1681,New York," They are back on track! If your place is close enough, please try the delicious ramen by Ramen Master fookane 💪🍜❤️ via @grubhub or ubereats… https://www.instagram.com/p/B-PmQ_KjXsg/?igshid=1r3qplfjw6zus",2020-03-27 16:25:43+00:00,,https://twitter.com/sakechiz/status/1243574932782678017,,"['They', 'are', 'back', 'on', 'track', '!', 'If', 'your', 'place', 'is', 'close', 'enough', ',', 'please', 'try', 'the', 'delicious', 'ramen', 'by', 'Ramen', 'Master', 'fookane', '💪🍜❤️', 'via', '@', 'grubhub', 'or', 'ubereats…', 'https', ':', '//www.instagram.com/p/B-PmQ_KjXsg/', '?', 'igshid=1r3qplfjw6zus']","['back', 'track', 'place', 'close', 'enough', 'please', 'try', 'delicious', 'ramen', 'ramen', 'master', 'fookane', '💪🍜❤️', 'via', 'grubhub', 'ubereats…', 'http', '//www.instagram.com/p/b-pmq_kjxsg/', 'igshid=1r3qplfjw6zus']",Positive,0.207,0.0,0.793,0.7184,Positive
1682,New York,Some Good Food is open until 7pm today. Pickup for takeout and order online for delivery via #UberEats #doordash #grubhub #postmates – at Some Good Food,2020-03-27 16:05:49+00:00,#UberEats #doordash #grubhub #postmates,https://twitter.com/SomeGoodFood1/status/1243569924548767744,,"['Some', 'Good', 'Food', 'is', 'open', 'until', '7pm', 'today', '.', 'Pickup', 'for', 'takeout', 'and', 'order', 'online', 'for', 'delivery', 'via', '#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '–', 'at', 'Some', 'Good', 'Food']","['good', 'food', 'open', '7pm', 'today', 'pickup', 'takeout', 'order', 'online', 'delivery', 'via', 'ubereats', 'doordash', 'grubhub', 'postmates', '–', 'good', 'food']",Negative,0.266,0.0,0.734,0.7003,Positive
1683,New York,Maaaaad Chinese spots are closed on Uber eats...I hate all you niggas,2020-03-27 15:31:50+00:00,,https://twitter.com/R_E_B_E_L_/status/1243561372929142785,,"['Maaaaad', 'Chinese', 'spots', 'are', 'closed', 'on', 'Uber', 'eats', '...', 'I', 'hate', 'all', 'you', 'niggas']","['maaaaad', 'chinese', 'spot', 'close', 'uber', 'eats', '...', 'hate', 'niggas']",Negative,0.0,0.476,0.524,-0.7479,Negative
