tweet_count,city,body,date,hashtags,link,geo,tokenized,lematized,tweets_str,cleaned
1915,New York,Friendly Reminder We are Open for Delivery and Pickup. @Caviar @DoorDash @UberEats @SweetistCo Call 212-2436844 or email Orders@dough-ny.com Support Small Businesses and Stay Safe 📷 and Words @talkfoodietome_ #donuts #doughnuts #staysafe #supportsmallbusiness,2020-03-29 18:21:52+00:00,#donuts #doughnuts #staysafe #supportsmallbusiness,https://twitter.com/doughbrooklyn/status/1244328940136792064,,"['Friendly', 'Reminder', 'We', 'are', 'Open', 'for', 'Delivery', 'and', 'Pickup', '.', '@', 'Caviar', '@', 'DoorDash', '@', 'UberEats', '@', 'SweetistCo', 'Call', '212-2436844', 'or', 'email', 'Orders', '@', 'dough-ny.com', 'Support', 'Small', 'Businesses', 'and', 'Stay', 'Safe', '📷', 'and', 'Words', '@', 'talkfoodietome_', '#', 'donuts', '#', 'doughnuts', '#', 'staysafe', '#', 'supportsmallbusiness']","['Friendly', 'Reminder', 'We', 'be', 'Open', 'for', 'Delivery', 'and', 'Pickup', '.', '@', 'Caviar', '@', 'DoorDash', '@', 'UberEats', '@', 'SweetistCo', 'Call', '212-2436844', 'or', 'email', 'Orders', '@', 'dough-ny.com', 'Support', 'Small', 'Businesses', 'and', 'Stay', 'Safe', '📷', 'and', 'Words', '@', 'talkfoodietome_', '#', 'donut', '#', 'doughnut', '#', 'staysafe', '#', 'supportsmallbusiness']","Friendly,Reminder,We,be,Open,for,Delivery,and,Pickup,.,@,Caviar,@,DoorDash,@,UberEats,@,SweetistCo,Call,212-2436844,or,email,Orders,@,dough-ny.com,Support,Small,Businesses,and,Stay,Safe,📷,and,Words,@,talkfoodietome_,#,donut,#,doughnut,#,staysafe,#,supportsmallbusiness","Friendly,Reminder,We,,Open,,Delivery,,Pickup,.,@,Caviar,@,DoorDash,@,UberEats,@,SweetistCo,Call,212-2436844,,email,Orders,@,dough-ny.com,Support,Small,Businesses,,Stay,Safe,📷,,Words,@,talkfoodietome_,#,donut,#,doughnut,#,staysafe,#,supportsmallbusiness"
1916,New York,Please call to order for takeout/pickup or order online for delivery via #UberEats #doordash #grubhub #postmates #SomeGoodFood #openfordelivery #essexcountynj – at Some Good Food,2020-03-29 17:44:12+00:00,#UberEats #doordash #grubhub #postmates #SomeGoodFood #openfordelivery #essexcountynj,https://twitter.com/SomeGoodFood1/status/1244319461634646019,,"['Please', 'call', 'to', 'order', 'for', 'takeout/pickup', 'or', 'order', 'online', 'for', 'delivery', 'via', '#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '#', 'SomeGoodFood', '#', 'openfordelivery', '#', 'essexcountynj', '–', 'at', 'Some', 'Good', 'Food']","['Please', 'call', 'to', 'order', 'for', 'takeout/pickup', 'or', 'order', 'online', 'for', 'delivery', 'via', '#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '#', 'SomeGoodFood', '#', 'openfordelivery', '#', 'essexcountynj', '–', 'at', 'Some', 'Good', 'Food']","Please,call,to,order,for,takeout/pickup,or,order,online,for,delivery,via,#,UberEats,#,doordash,#,grubhub,#,postmates,#,SomeGoodFood,#,openfordelivery,#,essexcountynj,–,at,Some,Good,Food","Please,call,,order,,takeout/pickup,,order,online,,delivery,via,#,UberEats,#,doordash,#,grubhub,#,postmates,#,SomeGoodFood,#,openfordelivery,#,essexcountynj,–,,Some,Good,Food"
1917,New York,"Fuck I look like, Uber eats ? https://twitter.com/DimeloDirk/status/1244305880050470913",2020-03-29 16:58:03+00:00,,https://twitter.com/SeanPerignonDon/status/1244307848387072001,,"['Fuck', 'I', 'look', 'like', ',', 'Uber', 'eats', '?', 'https', ':', '//twitter.com/DimeloDirk/status/1244305880050470913']","['Fuck', 'I', 'look', 'like', ',', 'Uber', 'eats', '?', 'http', ':', '//twitter.com/DimeloDirk/status/1244305880050470913']","Fuck,I,look,like,,,Uber,eats,?,http,:,//twitter.com/DimeloDirk/status/1244305880050470913","Fuck,I,look,like,,,Uber,eats,?,http,:,//twitter.com/DimeloDirk/status/1244305880050470913"
1918,New York,- I dead wanna cook breakfast but I have to go shopping and it’s raining .. #UberEats me please 🥴,2020-03-29 15:00:29+00:00,#UberEats,https://twitter.com/KayshawnLex/status/1244278258830643205,,"['-', 'I', 'dead', 'wan', 'na', 'cook', 'breakfast', 'but', 'I', 'have', 'to', 'go', 'shopping', 'and', 'it', '’', 's', 'raining', '..', '#', 'UberEats', 'me', 'please', '🥴']","['-', 'I', 'dead', 'wan', 'na', 'cook', 'breakfast', 'but', 'I', 'have', 'to', 'go', 'shopping', 'and', 'it', '’', 's', 'rain', '..', '#', 'UberEats', 'me', 'please', '🥴']","-,I,dead,wan,na,cook,breakfast,but,I,have,to,go,shopping,and,it,’,s,rain,..,#,UberEats,me,please,🥴","-,I,dead,wan,na,cook,breakfast,,I,,,go,shopping,,,’,,rain,..,#,UberEats,,please,🥴"
1919,New York,Our shop is OPEN today 9am-4pm for takeout & delivery!! @ubereats 🛵🚲🚗 ,2020-03-29 12:01:37+00:00,,https://twitter.com/MordisFoodTruck/status/1244233247472734208,,"['Our', 'shop', 'is', 'OPEN', 'today', '9am-4pm', 'for', 'takeout', '&', 'delivery', '!', '!', '@', 'ubereats', '🛵🚲🚗']","['Our', 'shop', 'be', 'OPEN', 'today', '9am-4pm', 'for', 'takeout', '&', 'delivery', '!', '!', '@', 'ubereats', '🛵🚲🚗']","Our,shop,be,OPEN,today,9am-4pm,for,takeout,&,delivery,!,!,@,ubereats,🛵🚲🚗","Our,shop,,OPEN,today,9am-4pm,,takeout,&,delivery,!,!,@,ubereats,🛵🚲🚗"
1920,New York,if yall ever feel bad just know i still have nightmares about my ex where i was his ubereats driver,2020-03-29 04:46:25+00:00,,https://twitter.com/bagofwackles/status/1244123726616109057,,"['if', 'yall', 'ever', 'feel', 'bad', 'just', 'know', 'i', 'still', 'have', 'nightmares', 'about', 'my', 'ex', 'where', 'i', 'was', 'his', 'ubereats', 'driver']","['if', 'yall', 'ever', 'feel', 'bad', 'just', 'know', 'i', 'still', 'have', 'nightmare', 'about', 'my', 'ex', 'where', 'i', 'be', 'his', 'ubereats', 'driver']","if,yall,ever,feel,bad,just,know,i,still,have,nightmare,about,my,ex,where,i,be,his,ubereats,driver",",yall,ever,feel,bad,,know,,still,,nightmare,,,ex,,,,,ubereats,driver"
1921,New York,*me scrolling UBER Eats for 2 hours ..then exiting* ,2020-03-29 04:32:49+00:00,,https://twitter.com/MuuFaSa/status/1244120304907157518,,"['*me', 'scrolling', 'UBER', 'Eats', 'for', '2', 'hours', '..then', 'exiting*']","['*me', 'scroll', 'UBER', 'Eats', 'for', '2', 'hour', '..then', 'exiting*']","*me,scroll,UBER,Eats,for,2,hour,..then,exiting*","*,scroll,UBER,Eats,,2,hour,..,exiting*"
1922,New York,Not necessarily no. You be surprised how many lazy people are out there w/ or without COVID19 🤣 I’ve done some that drop off was either same block or across the street. Meanwhile I’m walking 10 blocks just to get to restaurant.,2020-03-29 04:11:45+00:00,,https://twitter.com/WillRockNetwork/status/1244115001536897024,,"['Not', 'necessarily', 'no', '.', 'You', 'be', 'surprised', 'how', 'many', 'lazy', 'people', 'are', 'out', 'there', 'w/', 'or', 'without', 'COVID19', '🤣', 'I', '’', 've', 'done', 'some', 'that', 'drop', 'off', 'was', 'either', 'same', 'block', 'or', 'across', 'the', 'street', '.', 'Meanwhile', 'I', '’', 'm', 'walking', '10', 'blocks', 'just', 'to', 'get', 'to', 'restaurant', '.']","['Not', 'necessarily', 'no', '.', 'You', 'be', 'surprise', 'how', 'many', 'lazy', 'people', 'be', 'out', 'there', 'w/', 'or', 'without', 'COVID19', '🤣', 'I', '’', 've', 'do', 'some', 'that', 'drop', 'off', 'be', 'either', 'same', 'block', 'or', 'across', 'the', 'street', '.', 'Meanwhile', 'I', '’', 'm', 'walk', '10', 'block', 'just', 'to', 'get', 'to', 'restaurant', '.']","Not,necessarily,no,.,You,be,surprise,how,many,lazy,people,be,out,there,w/,or,without,COVID19,🤣,I,’,ve,do,some,that,drop,off,be,either,same,block,or,across,the,street,.,Meanwhile,I,’,m,walk,10,block,just,to,get,to,restaurant,.","Not,necessarily,,.,You,,surprise,,many,lazy,people,,,,w/,,without,COVID19,🤣,I,’,,,,,drop,,,either,,block,,across,,street,.,Meanwhile,I,’,,walk,10,block,,,get,,restaurant,."
1923,New York,My Uber eats when I order a bottle from The Lobby @JLitodaplug,2020-03-29 01:21:01+00:00,,https://twitter.com/freddyjland/status/1244072035850104832,,"['My', 'Uber', 'eats', 'when', 'I', 'order', 'a', 'bottle', 'from', 'The', 'Lobby', '@', 'JLitodaplug']","['My', 'Uber', 'eats', 'when', 'I', 'order', 'a', 'bottle', 'from', 'The', 'Lobby', '@', 'JLitodaplug']","My,Uber,eats,when,I,order,a,bottle,from,The,Lobby,@,JLitodaplug","My,Uber,eats,,I,order,,bottle,,The,Lobby,@,JLitodaplug"
1924,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! 🎈WE ARE NOW AVAILABLE ON #GRUBHUB . ✅FIND US ON #UBEREATS AS WELL OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-TFoxMHytK/?igshid=1vbazt1eg44zh,2020-03-29 00:59:27+00:00,#GRUBHUB #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1244066607288254472,,"['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '🎈WE', 'ARE', 'NOW', 'AVAILABLE', 'ON', '#', 'GRUBHUB', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'AS', 'WELL', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-TFoxMHytK/', '?', 'igshid=1vbazt1eg44zh']","['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '🎈WE', 'ARE', 'NOW', 'AVAILABLE', 'ON', '#', 'GRUBHUB', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'AS', 'WELL', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queen', '#', 'nyc…', 'http', ':', '//www.instagram.com/p/B-TFoxMHytK/', '?', 'igshid=1vbazt1eg44zh']","WE,ARE,OPEN,!,All,Your,Favorite,Dishes,&,Drinks,!,🎈WE,ARE,NOW,AVAILABLE,ON,#,GRUBHUB,.,✅FIND,US,ON,#,UBEREATS,AS,WELL,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc…,http,:,//www.instagram.com/p/B-TFoxMHytK/,?,igshid=1vbazt1eg44zh","WE,ARE,OPEN,!,All,Your,Favorite,Dishes,&,Drinks,!,🎈WE,ARE,NOW,AVAILABLE,ON,#,GRUBHUB,.,✅FIND,US,ON,#,UBEREATS,AS,WELL,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc…,http,:,//www.instagram.com/p/B-TFoxMHytK/,?,igshid=1vbazt1eg44zh"
1925,New York,these Door Dash and Uber Eats delivery ppl think they can do other orders while on your order. Reported &amp; Refund plz. The fck 😕,2020-03-29 00:42:10+00:00,,https://twitter.com/nanaaa08x/status/1244062257107140608,,"['these', 'Door', 'Dash', 'and', 'Uber', 'Eats', 'delivery', 'ppl', 'think', 'they', 'can', 'do', 'other', 'orders', 'while', 'on', 'your', 'order', '.', 'Reported', '&', 'amp', ';', 'Refund', 'plz', '.', 'The', 'fck', '😕']","['these', 'Door', 'Dash', 'and', 'Uber', 'Eats', 'delivery', 'ppl', 'think', 'they', 'can', 'do', 'other', 'order', 'while', 'on', 'your', 'order', '.', 'Reported', '&', 'amp', ';', 'Refund', 'plz', '.', 'The', 'fck', '😕']","these,Door,Dash,and,Uber,Eats,delivery,ppl,think,they,can,do,other,order,while,on,your,order,.,Reported,&,amp,;,Refund,plz,.,The,fck,😕",",Door,Dash,,Uber,Eats,delivery,ppl,think,,,,,order,,,,order,.,Reported,&,amp,;,Refund,plz,.,The,fck,😕"
1926,New York,Starting Monday I’ma give myself a $100 weekly budget. For now ima uber eats something,2020-03-29 00:40:28+00:00,,https://twitter.com/Jerm3k/status/1244061831171379202,,"['Starting', 'Monday', 'I', '’', 'ma', 'give', 'myself', 'a', '$', '100', 'weekly', 'budget', '.', 'For', 'now', 'ima', 'uber', 'eats', 'something']","['Starting', 'Monday', 'I', '’', 'ma', 'give', 'myself', 'a', '$', '100', 'weekly', 'budget', '.', 'For', 'now', 'ima', 'uber', 'eats', 'something']","Starting,Monday,I,’,ma,give,myself,a,$,100,weekly,budget,.,For,now,ima,uber,eats,something","Starting,Monday,I,’,,give,,,$,100,weekly,budget,.,For,,ima,uber,eats,something"
1927,New York,"That Uber Eats you ordered... may be contaminated... the weed, mail, groceries you received... may be contaminated... moral... stop tripping because you can’t prevent the inevitable.",2020-03-29 00:33:11+00:00,,https://twitter.com/S_C_Mode/status/1244059996012322816,,"['That', 'Uber', 'Eats', 'you', 'ordered', '...', 'may', 'be', 'contaminated', '...', 'the', 'weed', ',', 'mail', ',', 'groceries', 'you', 'received', '...', 'may', 'be', 'contaminated', '...', 'moral', '...', 'stop', 'tripping', 'because', 'you', 'can', '’', 't', 'prevent', 'the', 'inevitable', '.']","['That', 'Uber', 'Eats', 'you', 'order', '...', 'may', 'be', 'contaminate', '...', 'the', 'weed', ',', 'mail', ',', 'grocery', 'you', 'receive', '...', 'may', 'be', 'contaminate', '...', 'moral', '...', 'stop', 'tripping', 'because', 'you', 'can', '’', 't', 'prevent', 'the', 'inevitable', '.']","That,Uber,Eats,you,order,...,may,be,contaminate,...,the,weed,,,mail,,,grocery,you,receive,...,may,be,contaminate,...,moral,...,stop,tripping,because,you,can,’,t,prevent,the,inevitable,.","That,Uber,Eats,,order,...,may,,contaminate,...,,weed,,,mail,,,grocery,,receive,...,may,,contaminate,...,moral,...,stop,tripping,,,,’,,prevent,,inevitable,."
1928,New York,@UberEats if it’s bad weather outside y’all should make sure employees on bikes can’t deliver. 1 it’s not really safe for them and 2 your customers are receiving WET bags.,2020-03-29 00:15:40+00:00,,https://twitter.com/__m033/status/1244055587127779331,,"['@', 'UberEats', 'if', 'it', '’', 's', 'bad', 'weather', 'outside', 'y', '’', 'all', 'should', 'make', 'sure', 'employees', 'on', 'bikes', 'can', '’', 't', 'deliver', '.', '1', 'it', '’', 's', 'not', 'really', 'safe', 'for', 'them', 'and', '2', 'your', 'customers', 'are', 'receiving', 'WET', 'bags', '.']","['@', 'UberEats', 'if', 'it', '’', 's', 'bad', 'weather', 'outside', 'y', '’', 'all', 'should', 'make', 'sure', 'employee', 'on', 'bike', 'can', '’', 't', 'deliver', '.', '1', 'it', '’', 's', 'not', 'really', 'safe', 'for', 'them', 'and', '2', 'your', 'customer', 'be', 'receive', 'WET', 'bag', '.']","@,UberEats,if,it,’,s,bad,weather,outside,y,’,all,should,make,sure,employee,on,bike,can,’,t,deliver,.,1,it,’,s,not,really,safe,for,them,and,2,your,customer,be,receive,WET,bag,.","@,UberEats,,,’,,bad,weather,outside,,’,,,make,sure,employee,,bike,,’,,deliver,.,1,,’,,,really,safe,,,,2,,customer,,receive,WET,bag,."
1929,New York,Debating betweeen Uber eats or cooking smh,2020-03-28 23:54:37+00:00,,https://twitter.com/ClarksNRoti/status/1244050291034644480,,"['Debating', 'betweeen', 'Uber', 'eats', 'or', 'cooking', 'smh']","['Debating', 'betweeen', 'Uber', 'eats', 'or', 'cook', 'smh']","Debating,betweeen,Uber,eats,or,cook,smh","Debating,betweeen,Uber,eats,,cook,smh"
1930,New York,I’m not a first time user,2020-03-28 23:53:19+00:00,,https://twitter.com/taylormone__/status/1244049963820122112,,"['I', '’', 'm', 'not', 'a', 'first', 'time', 'user']","['I', '’', 'm', 'not', 'a', 'first', 'time', 'user']","I,’,m,not,a,first,time,user","I,’,,,,first,time,user"
1931,New York,I am so freaking tired of UberEats showing me restaurants and letting me build an irder just to tell me its closed/unavailable at the end.,2020-03-28 23:39:00+00:00,,https://twitter.com/juwanthecurator/status/1244046359822548992,,"['I', 'am', 'so', 'freaking', 'tired', 'of', 'UberEats', 'showing', 'me', 'restaurants', 'and', 'letting', 'me', 'build', 'an', 'irder', 'just', 'to', 'tell', 'me', 'its', 'closed/unavailable', 'at', 'the', 'end', '.']","['I', 'be', 'so', 'freaking', 'tired', 'of', 'UberEats', 'show', 'me', 'restaurant', 'and', 'let', 'me', 'build', 'an', 'irder', 'just', 'to', 'tell', 'me', 'its', 'closed/unavailable', 'at', 'the', 'end', '.']","I,be,so,freaking,tired,of,UberEats,show,me,restaurant,and,let,me,build,an,irder,just,to,tell,me,its,closed/unavailable,at,the,end,.","I,,,freaking,tired,,UberEats,show,,restaurant,,let,,build,,irder,,,tell,,,closed/unavailable,,,end,."
1932,New York,@UberEats can I get a promo code please ?,2020-03-28 23:25:33+00:00,,https://twitter.com/taylormone__/status/1244042978668281858,,"['@', 'UberEats', 'can', 'I', 'get', 'a', 'promo', 'code', 'please', '?']","['@', 'UberEats', 'can', 'I', 'get', 'a', 'promo', 'code', 'please', '?']","@,UberEats,can,I,get,a,promo,code,please,?","@,UberEats,,I,get,,promo,code,please,?"
1933,New York,Save 25% on all bottles of wine with purchase of meal! #support #nycstrong #corona #healthyfood #delivery #grubhub #doordash #ubereats #lasagna #madetoorder #bestfood #yummyfood #bestofny #insiderfood #smallbusiness… https://www.instagram.com/p/B-S3XbfD_4C/?igshid=1ve60kw3i85x2,2020-03-28 22:52:52+00:00,#support #nycstrong #corona #healthyfood #delivery #grubhub #doordash #ubereats #lasagna #madetoorder #bestfood #yummyfood #bestofny #insiderfood #smallbusiness,https://twitter.com/LasagnaChelsea/status/1244034753017327616,,"['Save', '25', '%', 'on', 'all', 'bottles', 'of', 'wine', 'with', 'purchase', 'of', 'meal', '!', '#', 'support', '#', 'nycstrong', '#', 'corona', '#', 'healthyfood', '#', 'delivery', '#', 'grubhub', '#', 'doordash', '#', 'ubereats', '#', 'lasagna', '#', 'madetoorder', '#', 'bestfood', '#', 'yummyfood', '#', 'bestofny', '#', 'insiderfood', '#', 'smallbusiness…', 'https', ':', '//www.instagram.com/p/B-S3XbfD_4C/', '?', 'igshid=1ve60kw3i85x2']","['Save', '25', '%', 'on', 'all', 'bottle', 'of', 'wine', 'with', 'purchase', 'of', 'meal', '!', '#', 'support', '#', 'nycstrong', '#', 'corona', '#', 'healthyfood', '#', 'delivery', '#', 'grubhub', '#', 'doordash', '#', 'ubereats', '#', 'lasagna', '#', 'madetoorder', '#', 'bestfood', '#', 'yummyfood', '#', 'bestofny', '#', 'insiderfood', '#', 'smallbusiness…', 'http', ':', '//www.instagram.com/p/B-S3XbfD_4C/', '?', 'igshid=1ve60kw3i85x2']","Save,25,%,on,all,bottle,of,wine,with,purchase,of,meal,!,#,support,#,nycstrong,#,corona,#,healthyfood,#,delivery,#,grubhub,#,doordash,#,ubereats,#,lasagna,#,madetoorder,#,bestfood,#,yummyfood,#,bestofny,#,insiderfood,#,smallbusiness…,http,:,//www.instagram.com/p/B-S3XbfD_4C/,?,igshid=1ve60kw3i85x2","Save,25,%,,,bottle,,wine,,purchase,,meal,!,#,support,#,nycstrong,#,corona,#,healthyfood,#,delivery,#,grubhub,#,doordash,#,ubereats,#,lasagna,#,madetoorder,#,bestfood,#,yummyfood,#,bestofny,#,insiderfood,#,smallbusiness…,http,:,//www.instagram.com/p/B-S3XbfD_4C/,?,igshid=1ve60kw3i85x2"
1934,New York,I completely understand the situation we are all in w/ #Covid_19 &amp; necessary precautions needs to be taken. But this is stereotyping Not everyone who does @UberEats have a CAR/BIKE. I’m a #UberEats walker 100% So @tacobell didn’t hand me a customer order cuz I had to have a CAR – at Taco Bell,2020-03-28 22:39:39+00:00,#Covid_19 #UberEats,https://twitter.com/WillRockNetwork/status/1244031425336283136,,"['I', 'completely', 'understand', 'the', 'situation', 'we', 'are', 'all', 'in', 'w/', '#', 'Covid_19', '&', 'amp', ';', 'necessary', 'precautions', 'needs', 'to', 'be', 'taken', '.', 'But', 'this', 'is', 'stereotyping', 'Not', 'everyone', 'who', 'does', '@', 'UberEats', 'have', 'a', 'CAR/BIKE', '.', 'I', '’', 'm', 'a', '#', 'UberEats', 'walker', '100', '%', 'So', '@', 'tacobell', 'didn', '’', 't', 'hand', 'me', 'a', 'customer', 'order', 'cuz', 'I', 'had', 'to', 'have', 'a', 'CAR', '–', 'at', 'Taco', 'Bell']","['I', 'completely', 'understand', 'the', 'situation', 'we', 'be', 'all', 'in', 'w/', '#', 'Covid_19', '&', 'amp', ';', 'necessary', 'precaution', 'need', 'to', 'be', 'take', '.', 'But', 'this', 'be', 'stereotype', 'Not', 'everyone', 'who', 'do', '@', 'UberEats', 'have', 'a', 'CAR/BIKE', '.', 'I', '’', 'm', 'a', '#', 'UberEats', 'walker', '100', '%', 'So', '@', 'tacobell', 'didn', '’', 't', 'hand', 'me', 'a', 'customer', 'order', 'cuz', 'I', 'have', 'to', 'have', 'a', 'CAR', '–', 'at', 'Taco', 'Bell']","I,completely,understand,the,situation,we,be,all,in,w/,#,Covid_19,&,amp,;,necessary,precaution,need,to,be,take,.,But,this,be,stereotype,Not,everyone,who,do,@,UberEats,have,a,CAR/BIKE,.,I,’,m,a,#,UberEats,walker,100,%,So,@,tacobell,didn,’,t,hand,me,a,customer,order,cuz,I,have,to,have,a,CAR,–,at,Taco,Bell","I,completely,understand,,situation,,,,,w/,#,Covid_19,&,amp,;,necessary,precaution,need,,,take,.,But,,,stereotype,Not,everyone,,,@,UberEats,,,CAR/BIKE,.,I,’,,,#,UberEats,walker,100,%,So,@,tacobell,,’,,hand,,,customer,order,cuz,I,,,,,CAR,–,,Taco,Bell"
1935,New York,Support us by purchasing discounted Gift Certificates from our website. #ramen #HideChanRamen #hellskitchen #glutenfree #sharitaki #nyc #japanesefood #miso #gyoza #takoyaki #sushi #tonkotsu #fooddelivery #chashu #chownow #takeout #ubereats #nystrong #newyorkstrong #coronavirus – at Hide Chan,2020-03-28 21:22:17+00:00,#ramen #HideChanRamen #hellskitchen #glutenfree #sharitaki #nyc #japanesefood #miso #gyoza #takoyaki #sushi #tonkotsu #fooddelivery #chashu #chownow #takeout #ubereats #nystrong #newyorkstrong #coronavirus,https://twitter.com/HideChanUSA/status/1244011955377057792,,"['Support', 'us', 'by', 'purchasing', 'discounted', 'Gift', 'Certificates', 'from', 'our', 'website', '.', '#', 'ramen', '#', 'HideChanRamen', '#', 'hellskitchen', '#', 'glutenfree', '#', 'sharitaki', '#', 'nyc', '#', 'japanesefood', '#', 'miso', '#', 'gyoza', '#', 'takoyaki', '#', 'sushi', '#', 'tonkotsu', '#', 'fooddelivery', '#', 'chashu', '#', 'chownow', '#', 'takeout', '#', 'ubereats', '#', 'nystrong', '#', 'newyorkstrong', '#', 'coronavirus', '–', 'at', 'Hide', 'Chan']","['Support', 'us', 'by', 'purchase', 'discount', 'Gift', 'Certificates', 'from', 'our', 'website', '.', '#', 'ramen', '#', 'HideChanRamen', '#', 'hellskitchen', '#', 'glutenfree', '#', 'sharitaki', '#', 'nyc', '#', 'japanesefood', '#', 'miso', '#', 'gyoza', '#', 'takoyaki', '#', 'sushi', '#', 'tonkotsu', '#', 'fooddelivery', '#', 'chashu', '#', 'chownow', '#', 'takeout', '#', 'ubereats', '#', 'nystrong', '#', 'newyorkstrong', '#', 'coronavirus', '–', 'at', 'Hide', 'Chan']","Support,us,by,purchase,discount,Gift,Certificates,from,our,website,.,#,ramen,#,HideChanRamen,#,hellskitchen,#,glutenfree,#,sharitaki,#,nyc,#,japanesefood,#,miso,#,gyoza,#,takoyaki,#,sushi,#,tonkotsu,#,fooddelivery,#,chashu,#,chownow,#,takeout,#,ubereats,#,nystrong,#,newyorkstrong,#,coronavirus,–,at,Hide,Chan","Support,us,,purchase,discount,Gift,Certificates,,,website,.,#,ramen,#,HideChanRamen,#,hellskitchen,#,glutenfree,#,sharitaki,#,nyc,#,japanesefood,#,miso,#,gyoza,#,takoyaki,#,sushi,#,tonkotsu,#,fooddelivery,#,chashu,#,chownow,#,takeout,#,ubereats,#,nystrong,#,newyorkstrong,#,coronavirus,–,,Hide,Chan"
1936,New York,@UberEats my order never came and you charged me. The restaurant says it’s your fault. Please refund me! ,2020-03-28 20:35:18+00:00,,https://twitter.com/mw_cohen/status/1244000132699430912,,"['@', 'UberEats', 'my', 'order', 'never', 'came', 'and', 'you', 'charged', 'me', '.', 'The', 'restaurant', 'says', 'it', '’', 's', 'your', 'fault', '.', 'Please', 'refund', 'me', '!']","['@', 'UberEats', 'my', 'order', 'never', 'come', 'and', 'you', 'charge', 'me', '.', 'The', 'restaurant', 'say', 'it', '’', 's', 'your', 'fault', '.', 'Please', 'refund', 'me', '!']","@,UberEats,my,order,never,come,and,you,charge,me,.,The,restaurant,say,it,’,s,your,fault,.,Please,refund,me,!","@,UberEats,,order,never,come,,,charge,,.,The,restaurant,say,,’,,,fault,.,Please,refund,,!"
1937,New York,I have work in 9 hours. Ubereats on hold until tomorrow !,2020-03-28 20:19:50+00:00,,https://twitter.com/PNut_Buttah_Md/status/1243996239471009792,,"['I', 'have', 'work', 'in', '9', 'hours', '.', 'Ubereats', 'on', 'hold', 'until', 'tomorrow', '!']","['I', 'have', 'work', 'in', '9', 'hour', '.', 'Ubereats', 'on', 'hold', 'until', 'tomorrow', '!']","I,have,work,in,9,hour,.,Ubereats,on,hold,until,tomorrow,!","I,,work,,9,hour,.,Ubereats,,hold,,tomorrow,!"
