tweet_count,city,body,date,hashtags,link,geo
1611,New York,Yo - you ain’t still hungry?,2020-04-16 08:49:41+00:00,,https://twitter.com/torystiletto/status/1250707928794968064,
1612,New York,to get my food & he’s been there about 20 minutes now & there’s no way to contact him @UberEats this is really insane &amp; y’all have to do better.,2020-04-16 05:39:53+00:00,,https://twitter.com/QueenShaShaa_/status/1250660162899189762,
1613,New York,"Honestly @UberEats you have to get it together. I’ve had my food stolen today by your driver, I had to reorder then the restaurant sent me cold food &amp; my drink spilled in the bag, now i’ve been waiting over an hour for my food, this is the seco delivery driver making an attempt ",2020-04-16 05:39:03+00:00,,https://twitter.com/QueenShaShaa_/status/1250659954438045696,
1614,New York,"Also, I probably need to start learning how to make basic meals... my kids will not be eating steak, wings, and pasta every other day with a mix of Uber eats 😂",2020-04-16 03:06:28+00:00,,https://twitter.com/__SINsation/status/1250621553185894406,
1615,New York,通常運転😗 You follow the trend anytime anywhere anyplace😏 Dalgona coffee it is ☕️🥛 流行のダルゴナコーヒーを頂きました😋 ラーメン屋で珈琲が頼めるとか新しい😆 Uber eats でもオーダー出来ますので是非お試しあれ😉 @Ramen Noodle Azuma https://www.instagram.com/p/B_BTIQIDk74/?igshid=1g7rozk5fzqof,2020-04-15 23:45:17+00:00,,https://twitter.com/tkn921/status/1250570925004730368,
1616,New York,MichaelAngelo’s (718-220-8455) is open for takeout and delivery through @ubereats and @grubhub 🍝 – at Michaelangelo's Coal Fired Brick Oven Pizza Restaurant,2020-04-15 22:17:46+00:00,,https://twitter.com/BXLittleItaly/status/1250548901435801603,
1617,New York,Apparently @UberEats is delivering groceries. Meal kits. I’m actually writing a story on this for @purewow. Fun options coming your way soon.,2020-04-15 21:52:36+00:00,,https://twitter.com/MariselSalazar/status/1250542567499993094,
1618,New York,Quarantine update: Stimulus check already gone thanks to Uber eats 🥴,2020-04-15 21:04:45+00:00,,https://twitter.com/SeanPerignonDon/status/1250530523933523969,
1619,New York,CHARLIES TO GO ... the New Normal .... we lowered our prices & added Food & Alcohol Specials for you to enjoy! . . Call to PickUp or TakeOut . Delivery on UberEats ▪︎GrubHub ▪︎ DoorDash ▪︎ Seamless @Charlie’s Bar &amp;… https://www.instagram.com/p/B_A5fdehBgs/?igshid=1m10iihsnrgy5,2020-04-15 19:56:30+00:00,,https://twitter.com/charliesbronx/status/1250513349567266816,
1620,New York,I really hate when my uber eats is getting delivered on a bicycle.,2020-04-15 19:49:25+00:00,,https://twitter.com/illumi_ale/status/1250511567931805697,
1621,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #WEDNESDAYS 12PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B_At_7bH7bm/?igshid=1cghmo0kxmkzw,2020-04-15 18:21:00+00:00,#WEDNESDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1250489316339519489,
1622,New York,Should’ve Uber eats me that day now look 😂,2020-04-15 17:48:33+00:00,,https://twitter.com/NarcissisticLEO/status/1250481149492768768,
1623,New York,"Majority of the world is buying one pair of jeans for 1,000 then the rest on booze, maybe some weed & Uber eats since the Chinese restaurants are closed 🤣",2020-04-15 17:39:55+00:00,,https://twitter.com/5950ReeSe/status/1250478977501859847,
1624,New York,Ma-Nish-Ma Breakfast Sandwich. We're OPEN for take-out & delivery til 8pm! @ubereats @doordash Face covering required for entry into shop 😷😷😷 #MordisSandwichShop #jerseycity – at Mordis Sandwich Shop,2020-04-15 15:39:57+00:00,#MordisSandwichShop #jerseycity,https://twitter.com/MordisFoodTruck/status/1250448788264759298,
1625,New York,Open & Ready for #Pierogitime on @Seamless @Grubhub and @UberEats -OR don’t be afraid to reach out to us if you are not in that range- we can deliver! PM or email OldTraditionalPolishCuisine@yahoo.com ~ #Brookyn #Queens #Manhattan #LongIsland-get in touch! #Pierogi #NYC #NewYork,2020-04-15 15:26:38+00:00,#Pierogitime #Brookyn #Queens #Manhattan #LongIsland #Pierogi #NYC #NewYork,https://twitter.com/PolishCuisine/status/1250445434465718273,
1626,New York,"Open today from 11:30-3PM on Sussex and Hudson! For delivery we are available on UberEats, Grubhub and Seamless. Pick-up hit us up ☎️(551)-206-2060 #noforksgiven #buttermilkfriedchicken #sandwich #lunchtime @Paulus… https://www.instagram.com/p/B_AVF3Vj4rV/?igshid=1hy9w7pl40hdr",2020-04-15 14:41:32+00:00,#noforksgiven #buttermilkfriedchicken #sandwich #lunchtime,https://twitter.com/noforksgivennj/status/1250434085396156416,
1627,New York,It's that Time 💪😍🏋️‍♀️🏋️ #UBEREATS🇯🇲 #GRUBHUB @Tropical Delight Jamaican Restaurant https://www.instagram.com/p/B_ARGNZJfRX/?igshid=385pejl2p2pr,2020-04-15 14:03:42+00:00,#UBEREATS #GRUBHUB,https://twitter.com/PatersonJammin/status/1250424565915770882,
1628,New York,Soul Warming! The Venezuelan Rice Bowl Order Free Contact Delivery with any of our partners @Seamless @Grubhub @UberEats @Caviar @DoorDash,2020-04-15 14:02:11+00:00,,https://twitter.com/sandwichshopbk/status/1250424181864316928,
1629,New York,Get your #Pierogi fix w/the #PolishTruck today! Open on @Seamless @Grubhub &amp; @UberEats until 2:30! If you’re not in the range- just PM or email us OldTraditionalPolishCuisine@yahoo.com We deliver larger orders! #Manhattan #Brooklyn #Queens #LongIslandCity #PierogiNewYork #NYC,2020-04-15 13:06:25+00:00,#Pierogi #PolishTruck #Manhattan #Brooklyn #Queens #LongIslandCity #PierogiNewYork #NYC,https://twitter.com/PolishCuisine/status/1250410148125986816,
1630,New York,What should I get from Uber eats? 🤔,2020-04-15 03:54:06+00:00,,https://twitter.com/RobGz14/status/1250271151726530567,
1631,New York,"#repost @negrilbk ・・・ Back at it again with another amazing Tuesday menu. Delivery service available through ubereats @TryCaviar &amp; @doordash. And for pickup callers, we’re 20% off your entire phone when you order… https://www.instagram.com/p/B--4AtPj7SL/?igshid=1tmy70m13oikc",2020-04-15 01:05:04+00:00,#repost,https://twitter.com/parkslope5thave/status/1250228616568483842,
1632,New York,Thinking of ordering some Indian food via ubereats.,2020-04-14 22:29:05+00:00,,https://twitter.com/gntlmnking/status/1250189361276170240,
1633,New York,Ordering her Uber Eats is the new 2nd base,2020-04-14 22:12:46+00:00,,https://twitter.com/dougbies/status/1250185255430115334,
1634,New York,Uber eats be coming in so clutch.,2020-04-14 21:06:36+00:00,,https://twitter.com/_soamber/status/1250168602310868993,
1635,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #TUESDAYS 2PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B--bDg8H0A3/?igshid=1v1z6mwh1jfpp,2020-04-14 20:57:41+00:00,#TUESDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1250166357280190464,
1636,New York,Lol @this UberEats bitch tryna get me to go down stairs. Talking about she requested not to go into the building cuz she has an auto immune disease. I’m like well I do too bitch so figure it out. Fuck outta here.,2020-04-14 19:48:05+00:00,,https://twitter.com/FUCKZOE/status/1250148842584125445,
1637,New York,"Also on UberEATS, DoorDash and on Grubhub ‼️",2020-04-14 16:19:19+00:00,,https://twitter.com/achabbbs/status/1250096303704588290,
1638,New York,"Open today from 11:30-2:30PM on Sussex and Hudson! Deliveries available via Grubhub, UberEats and Seamless apps. For pick-up call ☎️(551)206-2060 #lunchtime #cheese @Jersey City, New Jersey https://www.instagram.com/p/B-90G6IDAkW/?igshid=m5s9mui9tmr7",2020-04-14 15:13:55+00:00,#lunchtime #cheese,https://twitter.com/noforksgivennj/status/1250079846358822913,
1639,New York,Uber eats delivers fronto now? 😂😂,2020-04-14 15:00:20+00:00,,https://twitter.com/VincE_OnMars/status/1250076429720715264,
1640,New York,Stocked up on yummy desserts (takeout only)🍰🍰 Shop OPEN 10am-8pm today for takeout &amp; delivery @ubereats @doordash 🛵🛴🚗 #MordisSandwichShop #JerseyCity – at Mordis Sandwich Shop,2020-04-14 14:25:57+00:00,#MordisSandwichShop #JerseyCity,https://twitter.com/MordisFoodTruck/status/1250067776825430022,
1641,New York,Back to the #Pierogi grind! Find us on @Seamless @Grubhub &amp; @UberEats - order for #lunch or reheat later for #dinner! Not in our range? PM or email us for a larger order &amp; we will do a safe curbside delivery! It’s #PolishFood time! OldTraditionalPolishCuisine@yahoo.com #NewYork,2020-04-14 13:00:53+00:00,#Pierogi #lunch #dinner #PolishFood #NewYork,https://twitter.com/PolishCuisine/status/1250046366455398400,
1642,New York,#supportsmallbusiness order from the best Italian sandwich shop in SoHo Unico you can order off of @UberEats and @Grubhub https://instagram.com/unicosohonyc?igshid=16kwovup8iw5o https://twitter.com/CEOEnterpriseNX/status/1250022854609063938/photo/1,2020-04-14 12:00:06+00:00,#supportsmallbusiness,https://twitter.com/CEOEnterpriseNX/status/1250031072206782464,
1643,New York,Uber EATS is leaking again,2020-04-14 08:51:24+00:00,,https://twitter.com/ZacSweers/status/1249983584900976641,
1644,New York,"lmfaooo, bye 😂 you told me about it being on Uber eats for a reason so hol’it downnnn",2020-04-14 08:05:11+00:00,,https://twitter.com/hellyhell_/status/1249971953739366400,
1645,New York,It’s some Uber Eats out there ,2020-04-14 00:51:15+00:00,,https://twitter.com/colderthan__ice/status/1249862750219784192,
1646,New York,Posting for a friend $LooseLucas he does UberEats,2020-04-13 23:44:11+00:00,,https://twitter.com/colderthan__ice/status/1249845870994079749,
1647,New York,@UberEats SUCK MY DICK YALL NIGGAS SUCK WORD TO MY DEAD 🗣🗣,2020-04-13 23:06:22+00:00,,https://twitter.com/Meech_DaFreak69/status/1249836354336370695,
1648,New York,how many HOURS it take you to debate & order Uber Eats?,2020-04-13 22:15:43+00:00,,https://twitter.com/MuuFaSa/status/1249823609088024578,
1649,New York,Uber eats dead don’t got Mangu bro 😒,2020-04-13 21:39:51+00:00,,https://twitter.com/RobGz14/status/1249814580198596608,
1650,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #MONDAYS 2PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B-7uwSgnay_/?igshid=hwtj3r7pumsb,2020-04-13 19:51:12+00:00,#MONDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1249787238482948097,
1651,New York,I ordered Ubereats &amp; still had to pull up to the store cause they gave me bad halal meat smfh,2020-04-13 17:34:54+00:00,,https://twitter.com/NarcissisticLEO/status/1249752938924445696,
1652,New York,Who loves a good #pelau with #coleslaw? Order yours now on #ubereats #tastycaribbean 856 Utica Ave 718.282.8652 #tastycaribbeanny #ubereats #tastycaribbeanrestaurant #trinifood #westindian #onepotmeals #cookup… https://www.instagram.com/p/B-7PpNVgxG-/?igshid=1tvjd9iajznuv,2020-04-13 15:14:37+00:00,#pelau #coleslaw #ubereats #tastycaribbean #tastycaribbeanny #ubereats #tastycaribbeanrestaurant #trinifood #westindian #onepotmeals #cookup,https://twitter.com/tasty_caribbean/status/1249717635127918599,
1653,New York,It is essential we support local businesses. Restaurants and the remaining staff will be essential as we slowly ease into reduced restrictions. It will be tragic if a restaurant shutters because @Grubhub @Seamless @UberEats all take such a large commission. ,2020-04-13 14:59:10+00:00,,https://twitter.com/FatLittleBird/status/1249713749084254215,
1654,New York,Sorry we will be closed on Monday but we will be back on Tuesday. @bricklanecurry . . . . . #bricklane #closed #curry #monday #deliveryonly #takeout #covid #ubereats #doordash #postmates #caviar #grubhub ubereats… https://www.instagram.com/p/B-6glvIHZHt/?igshid=5ljwg82c3lc7,2020-04-13 08:23:27+00:00,#bricklane #closed #curry #monday #deliveryonly #takeout #covid #ubereats #doordash #postmates #caviar #grubhub,https://twitter.com/bricklanecurry/status/1249614163036581888,
1655,New York,Ubereats also only has a roughly mile radius here. Main issue is also that the closest location is in Manhattan and food delivery won't go from manhattan to brooklyn,2020-04-13 05:27:23+00:00,,https://twitter.com/abyrnes152/status/1249569852882325504,
1656,New York,"This is not Ohio, I don't have a car, I'm not going through a drive thru, I have to walk there. Also at this hour, most of the places that are open are not walking distance.",2020-04-13 03:57:47+00:00,,https://twitter.com/steviexmcfly/status/1249547303175757824,
1657,New York,This is what @UberEats thinks is an okay response to not delivering what you pay for ,2020-04-13 03:52:39+00:00,,https://twitter.com/steviexmcfly/status/1249546012018049026,
1658,New York,Literally every aspect of the order is wrong or missing but this is @UberEats response. ,2020-04-13 03:49:37+00:00,,https://twitter.com/steviexmcfly/status/1249545250739228675,
1659,New York,@UberEats is trying to give me a small partial refund when literally every part of the order is either wrong or missing,2020-04-13 03:23:23+00:00,,https://twitter.com/steviexmcfly/status/1249538646199369729,
1660,New York,@Uber_Support hi....my @UberEats order was wrong and I can't get in touch with the restaurant.,2020-04-13 01:29:32+00:00,,https://twitter.com/sanfordreports/status/1249509994975899648,
1661,New York,Uber eats calling my name sonnn,2020-04-13 00:56:09+00:00,,https://twitter.com/MoSupreme5/status/1249501596343570432,
1662,New York,#HappyEaster WE ARE OPEN For All Your Favorite Dishes &amp; Drinks! #SUNDAYS 12PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-4-70HHowf/?igshid=4avw546haeet,2020-04-12 18:10:46+00:00,#HappyEaster #SUNDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1249399576852824066,
1663,New York,I’m noticing it’s mostly uber eats drivers that don’t wear masks. Spitting in workers faces. Uber is finally sending out masks but these kids r young n dumb. B careful. Doordash n grubhub/seamless drivers seem to be more careful. Doordash was def the most proactive at first.,2020-04-12 17:15:04+00:00,,https://twitter.com/waterblocknyc/status/1249385560764035079,
1664,New York,Ordering Uber eats on Easter Sunday is just sad 😔,2020-04-12 16:13:12+00:00,,https://twitter.com/JJbuckets516/status/1249369988244418560,
1665,New York,@Seamless @Grubhub @UberEats are you even listening ?? ,2020-04-12 03:18:40+00:00,,https://twitter.com/iwfnyc/status/1249175073010978816,
1666,New York,Uber holds up traffic like 90% of those drivers can’t drive. Uber Eats holding up lines in resturant’s now. I just can’t get away from these folks. Mofos just always in the way,2020-04-12 03:11:46+00:00,,https://twitter.com/MicBlaque/status/1249173334484561921,
1667,New York,11pm and ordering a latté via Uber eats.,2020-04-12 03:07:04+00:00,,https://twitter.com/Tina_mescudi/status/1249172153074884608,
1668,New York,Devour a Reese’s Peanut Butter Crepe with Bananas and French Milk Chocolate at home this weekend 😋 Follow us @thecreperienyc if you love crepes❣️ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ Order on: @doordash @postmates @ubereats @caviar @seamless @grubhub,2020-04-11 22:44:34+00:00,,https://twitter.com/CreperieNYC/status/1249106092803739649,
1669,New York,Then u good Uber eats me the result 😂,2020-04-11 20:40:49+00:00,,https://twitter.com/KingCesaa/status/1249074950255906823,
1670,New York,"Mann ... last night, i ordered three different things from UberEats because the first two restaurants were not updating the app and they wouldn’t let me cancel. They all showed up to my apartment after 9pm 🤡",2020-04-11 19:55:20+00:00,,https://twitter.com/shaktischild/status/1249063502347743242,
1671,New York,The Uber eats delivery nigga don stole my food!!! Today is not my day y’all,2020-04-11 19:01:41+00:00,,https://twitter.com/leelah58/status/1249050002753609733,
1672,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #SATURDAYS 12PM-2AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B-2dQA3HWcE/?igshid=11df4tm5xs0kn,2020-04-11 18:41:46+00:00,#SATURDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1249044991730647046,
1673,New York,Uber eats?,2020-04-11 18:39:23+00:00,,https://twitter.com/theLFway/status/1249044391538368512,
1674,New York,"Brunch to go.... Call us 646.998.3766 🍳🥞 For delivery Grubhub, Doordash, Ubereats, Postmates 📲 • • • #poppournyc #brunch #takeout #delivery #saturday #winebar #nyc @Pop &amp; Pour Cafe https://www.instagram.com/p/B-2aQ2NjcKQ/?igshid=1kq6zvppudxy5",2020-04-11 18:11:13+00:00,#poppournyc #brunch #takeout #delivery #saturday #winebar #nyc,https://twitter.com/poppournyc/status/1249037302254522368,
1675,New York,"“My wife, Dee, and I have become very accustomed to the convenience of delivery services such as Uber Eats — and we bought a treadmill.” ",2020-04-11 17:55:43+00:00,,https://twitter.com/GregJKrieg/status/1249033402709409792,
1676,New York,Damn smh go on Uber eats or seamless,2020-04-11 17:28:09+00:00,,https://twitter.com/NarcissisticLEO/status/1249026463761866753,
1677,New York,Everybody loves free food right? Here's your chance.... We are giving away a $50 Uber Eats gift card to a random follower once we get to 500 followers! All you have to do is start following us and like our posts.… https://www.instagram.com/p/B-2PuZXJxGi/?igshid=13bfsvnqo3gpo,2020-04-11 16:39:17+00:00,,https://twitter.com/losariz/status/1249014165823463425,
1678,New York,"I been doing doordash, ubereats &amp; postmates w my bf for the past 3 weeks 😭 we b having fun 🤣 not even gone lie",2020-04-11 16:11:40+00:00,,https://twitter.com/whyulurkinn/status/1249007215169732608,
1679,New York,Doing Uber Eats exclusively is probably safer and more lucrative than driving people rn. Nobody’s going anywhere but everybody is at home ordering in,2020-04-11 16:03:04+00:00,,https://twitter.com/colderthan__ice/status/1249005052485947392,
1680,New York,Nope you can uber eats me lunch if you really care 😂,2020-04-11 15:41:26+00:00,,https://twitter.com/NarcissisticLEO/status/1248999609126567938,
1681,New York,Should I ubereats a bunch of specialty donuts as a reward to myself for drinking last night 🤔,2020-04-11 15:04:54+00:00,,https://twitter.com/dadudeemu/status/1248990416151687168,
1682,New York,🗣 DELIVERY DRIVERS PICKING UP FOOD AT RESTAURANTS NEED TO PRACTICE SOCIAL DISTANCING @UberEats @Grubhub @Seamless @Postmates ... cuz from working at a restaurant they clearly don’t get the concept‼️‼️‼️,2020-04-11 13:53:09+00:00,,https://twitter.com/IamRich_Boy/status/1248972359647846401,
1683,New York,I’ve spent so much on @UberEats and shopping online!,2020-04-11 03:13:43+00:00,,https://twitter.com/SkeetStacks_/status/1248811440347197442,
1684,New York,"@UberEats I like the new ""Send thanks for tips"" option",2020-04-11 02:32:47+00:00,,https://twitter.com/nyzlee14/status/1248801135848304640,
1685,New York,@UberEats Your service is getting WORSE by the day. We understand there is a pandemic but if your worker does not want to deliver and at least leave the food on the doorstep. They shouldn't work PERIOD! They can't cost families the chance to feed themselves and children. 👎,2020-04-11 00:52:21+00:00,,https://twitter.com/LiLy_BK_43va/status/1248775861320507392,
1686,New York,do you think itd be weird to uber eats the berry Sprite from McDonald's. Like ONLY the berry Sprite. HAHAHAHA,2020-04-11 00:02:20+00:00,,https://twitter.com/daegushadow/status/1248763274528768000,
1687,New York,Everybody loves free food right? Here's your chance.... We are giving away a $50 Uber Eats gift card to a random follower once we get to 500 followers! All you have to do is start following us and like our posts.… https://www.instagram.com/p/B-0RuLBpxbN/?igshid=9jobh9tpfyos,2020-04-10 22:18:06+00:00,,https://twitter.com/losariz/status/1248737043187990534,
1688,New York,Happy Good Friday! Try Our Famous Fried Shrimp Wontons from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo Restaurant &amp; Mantra Lounge NYC https://www.instagram.com/p/B-0Q4U8nI-n/?igshid=ewpxi9xa6bxs,2020-04-10 22:10:45+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248735194695249920,
1689,New York,@UberEats guys! our food is missing and My family of 5 is still waiting on food that said “was delivered” but isn’t here. I’m mad😡but my children are very sad😢,2020-04-10 21:50:42+00:00,,https://twitter.com/SavortheMoment1/status/1248730151002820609,
1690,New York,Happy Good Friday! Try Shrimp & Broccoli in Oyster Sauce or Garlic Sauce w/ White Rice from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @… https://www.instagram.com/p/B-0K7jMHHZg/?igshid=1kvgqnh1gyo04,2020-04-10 21:18:44+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248722106088554503,
1691,New York,Happy Good Friday! Try Fresh Oysters w/ Homemade Trinidad Oyster Sauce from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo Restaurant &amp;… https://www.instagram.com/p/B-0KZ32nsLG/?igshid=1xsm31r8diom9,2020-04-10 21:14:09+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248720951862321154,
1692,New York,Happy Good Friday! Try Maracas Style Bake & Shark from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo Restaurant &amp; Mantra Lounge NYC https://www.instagram.com/p/B-0JzlbHPcO/?igshid=1hyxldlmvil8l,2020-04-10 21:08:55+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248719632913043456,
1693,New York,Happy Good Friday! Try Grilled Salmon Steak w/ Sautéed Mixed Vegetables & Mashed Potatoes or French Fries from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout… https://www.instagram.com/p/B-0I-itnw_y/?igshid=9u3fo67wtzor,2020-04-10 21:01:41+00:00,#ubereats #grubhub #seamless #takeout,https://twitter.com/FlamingoMantra/status/1248717813084282880,
1694,New York,Happy Good Friday! Try Curried King Fish & Dumplings from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo Restaurant &amp; Mantra Lounge NYC https://www.instagram.com/p/B-0Ie_cHybc/?igshid=6adpmv7luprz,2020-04-10 20:57:22+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248716727426224129,
1695,New York,Happy Good Friday! Try Steamed Shrimp Wontons Sautéed in Garlic Sauce from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo Restaurant &amp;… https://www.instagram.com/p/B-0H9FfnGV2/?igshid=1qix0qv3hlllk,2020-04-10 20:52:44+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248715560591990784,
1696,New York,"Happy Good Friday! Try Steamed Whole Red Snapper w/ Red Beans, White Rice & Salad from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo… https://www.instagram.com/p/B-0HLkeHNAV/?igshid=1slgk7cgmhbkv",2020-04-10 20:45:59+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248713861869551616,
1697,New York,"Happy Good Friday! Try Stewed Whole Red Snapper w/ Red Beans, White Rice & Salad from Flamingo Restaurant & Mantra Lounge! . Take Out: 718-835-1000 #ubereats #grubhub #seamless #takeout #queens #nyc @Flamingo… https://www.instagram.com/p/B-0GdeXnVU4/?igshid=oqiuoqmgok61",2020-04-10 20:39:42+00:00,#ubereats #grubhub #seamless #takeout #queens #nyc,https://twitter.com/FlamingoMantra/status/1248712279513849857,
1698,New York,Open for take out only!!! delivery Uber eats and drinks take out only!!! Thank you be safe!!! @New Heights Bar &amp; Grill https://www.instagram.com/p/B-z75ibguCv/?igshid=1ki5h2lvnla93,2020-04-10 19:07:25+00:00,,https://twitter.com/NEWHEIGHTSCLUB/status/1248689056072040455,
1699,New York,"How about bringing bathrooms in NYC during this COVID-19 pandemic"" @NYCMayor @NYGovCuomo I'm sorry but as an Uber Eats delivery guy and a person who suffers from chronic #ibsd I need access to one",2020-04-10 18:50:06+00:00,#ibsd,https://twitter.com/CEOEnterpriseNX/status/1248684699188371461,
1700,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #FRIDAYS 12PM-2AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B-z1Ac6H_ZG/?igshid=v5joxhbpucsh,2020-04-10 18:16:35+00:00,#FRIDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1248676265042808832,
1701,New York,Wait is Uber eats not in Nigeria? ,2020-04-10 15:43:18+00:00,,https://twitter.com/QueenGG____/status/1248637689106247683,
1702,New York,"We deliver, find us on #ubereats #goodfriday #tastycaribbeanny #tastycaribbeanrestaurant #currycrabanddumpling #saltfish #bacalao #codfish #smokedherring #friedfish #kingfish #coocoo #callaloo #groundfood… https://www.instagram.com/p/B-zjtK8g3Dg/?igshid=19ma1vy4iqts4",2020-04-10 15:36:01+00:00,#ubereats #goodfriday #tastycaribbeanny #tastycaribbeanrestaurant #currycrabanddumpling #saltfish #bacalao #codfish #smokedherring #friedfish #kingfish #coocoo #callaloo #groundfood,https://twitter.com/tasty_caribbean/status/1248635856061108224,
1703,New York,"Today the only place to eat Lunch and/or Dinner is halseybar_n_grill ‼️ Open Tuesday to Sunday order on ubereats , Call for Delivery or Walk in &amp; order👈👈👈👈 @Halsey Bar &amp; Grill https://www.instagram.com/p/B-zZTH4JizS/?igshid=5tj4r1j6zr3m",2020-04-10 14:05:05+00:00,,https://twitter.com/WesFromCI/status/1248612972617797632,
1704,New York,"Cake kits available in store & on uber eats! All cake kits come with organic vanilla cake mix, supernatural plant based food coloring &amp; supernatural soy free starfetti sprinkles! @Orso Coffee https://www.instagram.com/p/B-zXEs8j_z7/?igshid=g1uugz01a2ma",2020-04-10 13:45:36+00:00,,https://twitter.com/OrsoCoffee/status/1248608070248337408,
1705,New York,"We are open for LUNCH on Sussex and Hudson from 11:30-2:30PM and DINNER TONIGHT @TheBeaconJC from 5-8:30PM. Delivery will be available during there’s times on UberEats, Grubhub and Seamless. Pick-up your grub by… https://www.instagram.com/p/B-zPvqcD_fE/?igshid=zybft27zvwuv",2020-04-10 12:41:35+00:00,,https://twitter.com/noforksgivennj/status/1248591957384970243,
1706,New York,The divine bar is a great place to grab a quick bite to eat & drink it's by #woodhullhospital in @BrooklynNY they're #OpenForTakeout #openfordelivery on @UberEats &amp; @Grubhub follow them on @instagram https://instagram.com/divinebarbk?igshid=l59662kr9kci #foodies #supportlocalrestaurant,2020-04-10 04:35:06+00:00,#woodhullhospital #OpenForTakeout #openfordelivery #foodies #supportlocalrestaurant,https://twitter.com/CEOEnterpriseNX/status/1248469532936515585,
1707,New York,Uber eats me some food and let’s FT,2020-04-10 03:47:46+00:00,,https://twitter.com/JoJackson87/status/1248457619787808770,
